neighborhood,category,class_name,severity,confidence,lat,lon,source_image
El Cajon,Underserved,Longitudinal Crack,Light,0.592,32.791917,-116.965929,img_0000_N_32-791917_-116-965929_jpg.rf.19c3af6ea61253452f48e10db6d6f5ea.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.486,32.791917,-116.965929,img_0000_N_32-791917_-116-965929_jpg.rf.19c3af6ea61253452f48e10db6d6f5ea.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.392,32.791917,-116.965929,img_0000_N_32-791917_-116-965929_jpg.rf.19c3af6ea61253452f48e10db6d6f5ea.jpg
El Cajon,Underserved,Transverse Crack,Light,0.302,32.791917,-116.965929,img_0000_N_32-791917_-116-965929_jpg.rf.19c3af6ea61253452f48e10db6d6f5ea.jpg
El Cajon,Underserved,Transverse Crack,Light,0.259,32.791917,-116.965929,img_0000_N_32-791917_-116-965929_jpg.rf.19c3af6ea61253452f48e10db6d6f5ea.jpg
El Cajon,Underserved,Pothole,Severe,0.539,32.791917,-116.965929,img_0001_E_32-791917_-116-965929_jpg.rf.2d11f1444c2359a5ebb02d181c04d2fe.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.28,32.829917,-117.274731,img_0001_E_32-829917_-117-274731_jpg.rf.dc8dabf792ef0c9cda4e89ea1439bb1c.jpg
City Heights,Underserved,Transverse Crack,Light,0.33,32.742817,-117.107928,img_0002_S_32-742817_-117-107928_jpg.rf.386b7aba229284138bd4f9c903c98403.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.762,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.515,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
El Cajon,Underserved,Transverse Crack,Light,0.448,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.402,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
El Cajon,Underserved,Transverse Crack,Light,0.391,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.386,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
El Cajon,Underserved,Transverse Crack,Light,0.378,32.791917,-116.965929,img_0002_S_32-791917_-116-965929_jpg.rf.61e0930d4803e46bf199d75ffe246d08.jpg
City Heights,Underserved,Side_Walk,N/A,0.635,32.742817,-117.107928,img_0003_W_32-742817_-117-107928_jpg.rf.16ad42c09e712bfbaa1ca2cf14e32eb2.jpg
City Heights,Underserved,Pothole,Severe,0.314,32.742817,-117.107928,img_0003_W_32-742817_-117-107928_jpg.rf.16ad42c09e712bfbaa1ca2cf14e32eb2.jpg
City Heights,Underserved,Pothole,Severe,0.26,32.742817,-117.107928,img_0003_W_32-742817_-117-107928_jpg.rf.16ad42c09e712bfbaa1ca2cf14e32eb2.jpg
City Heights,Underserved,Alligator Crack,Severe,0.286,32.742817,-117.107071,img_0004_N_32-742817_-117-107071_jpg.rf.43a03f8f0900b5830b26c863471078c2.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.306,32.791917,-116.965072,img_0004_N_32-791917_-116-965072_jpg.rf.2df72743462d2d1b0f1fcfe760e00e3a.jpg
Barrio Logan,Underserved,Side_Walk,N/A,0.385,32.698717,-117.141569,img_0005_E_32-698717_-117-141569_jpg.rf.e5ddf569cd30de7849ad7a3dab54a63c.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.317,32.698717,-117.141569,img_0005_E_32-698717_-117-141569_jpg.rf.e5ddf569cd30de7849ad7a3dab54a63c.jpg
El Cajon,Underserved,Side_Walk,N/A,0.282,32.791917,-116.965072,img_0005_E_32-791917_-116-965072_jpg.rf.99075d67756b7f14a158e53013e1a68f.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.343,32.742817,-117.107071,img_0006_S_32-742817_-117-107071_jpg.rf.6f79bd0dafcd807578bc52981472a5a2.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.412,32.791917,-116.965072,img_0006_S_32-791917_-116-965072_jpg.rf.97a593ff900847f49186f2310659dda3.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.599,32.742817,-117.107071,img_0007_W_32-742817_-117-107071_jpg.rf.74b20f2c058e07cf6290148f7fc811b9.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.586,32.742817,-117.107071,img_0007_W_32-742817_-117-107071_jpg.rf.74b20f2c058e07cf6290148f7fc811b9.jpg
City Heights,Underserved,Side_Walk,N/A,0.264,32.742817,-117.107071,img_0007_W_32-742817_-117-107071_jpg.rf.74b20f2c058e07cf6290148f7fc811b9.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.544,32.829917,-117.273873,img_0007_W_32-829917_-117-273873_jpg.rf.7ecdb0d86f8e0d3a70d66221690012c2.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.478,32.829917,-117.273873,img_0007_W_32-829917_-117-273873_jpg.rf.7ecdb0d86f8e0d3a70d66221690012c2.jpg
City Heights,Underserved,Pothole,Severe,0.471,32.742817,-117.106214,img_0008_N_32-742817_-117-106214_jpg.rf.96ebbba342daae85fc45cdc5860bb925.jpg
City Heights,Underserved,Pothole,Severe,0.396,32.742817,-117.106214,img_0008_N_32-742817_-117-106214_jpg.rf.96ebbba342daae85fc45cdc5860bb925.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.266,32.742817,-117.106214,img_0008_N_32-742817_-117-106214_jpg.rf.96ebbba342daae85fc45cdc5860bb925.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.384,32.791917,-116.964215,img_0008_N_32-791917_-116-964215_jpg.rf.b3f58ba8a95e2e73fcac2598d7a9ae18.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.449,32.829917,-117.273015,img_0008_N_32-829917_-117-273015_jpg.rf.deee1b83ecfb4055ac410c421fdb7591.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.259,32.829917,-117.273015,img_0008_N_32-829917_-117-273015_jpg.rf.deee1b83ecfb4055ac410c421fdb7591.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.396,32.829917,-117.273015,img_0009_E_32-829917_-117-273015_jpg.rf.66c08e88a103e1f6f41f4b3fcf65ac0c.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.291,32.829917,-117.273015,img_0009_E_32-829917_-117-273015_jpg.rf.66c08e88a103e1f6f41f4b3fcf65ac0c.jpg
City Heights,Underserved,Pothole,Severe,0.276,32.742817,-117.106214,img_0010_S_32-742817_-117-106214_jpg.rf.6061905ee2d76d13027f1e914fb8547d.jpg
El Cajon,Underserved,Pothole,Severe,0.263,32.791917,-116.964215,img_0010_S_32-791917_-116-964215_jpg.rf.fed9999144719e8b9a23328a9eed5d52.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.429,32.829917,-117.273015,img_0010_S_32-829917_-117-273015_jpg.rf.1b6d021c3eac92edce9038cda5527775.jpg
City Heights,Underserved,Transverse Crack,Light,0.439,32.742817,-117.105357,img_0012_N_32-742817_-117-105357_jpg.rf.53f1a846caac0f44a373e206b716d3eb.jpg
City Heights,Underserved,Side_Walk,N/A,0.277,32.742817,-117.105357,img_0012_N_32-742817_-117-105357_jpg.rf.53f1a846caac0f44a373e206b716d3eb.jpg
City Heights,Underserved,Pothole,Severe,0.269,32.742817,-117.105357,img_0012_N_32-742817_-117-105357_jpg.rf.53f1a846caac0f44a373e206b716d3eb.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.425,32.791917,-116.963357,img_0012_N_32-791917_-116-963357_jpg.rf.16ce599ed3b78baebd3d508212725921.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.345,32.791917,-116.963357,img_0012_N_32-791917_-116-963357_jpg.rf.16ce599ed3b78baebd3d508212725921.jpg
La Jolla,Wealthier,Pothole,Severe,0.698,32.829917,-117.272158,img_0012_N_32-829917_-117-272158_jpg.rf.fc6c5a553beea15f3612c8acc52fadfe.jpg
La Jolla,Wealthier,Pothole,Severe,0.637,32.829917,-117.272158,img_0012_N_32-829917_-117-272158_jpg.rf.fc6c5a553beea15f3612c8acc52fadfe.jpg
La Jolla,Wealthier,Pothole,Severe,0.417,32.829917,-117.272158,img_0013_E_32-829917_-117-272158_jpg.rf.531170b1d1d15442a344109e1a962964.jpg
La Jolla,Wealthier,Pothole,Severe,0.346,32.829917,-117.272158,img_0013_E_32-829917_-117-272158_jpg.rf.531170b1d1d15442a344109e1a962964.jpg
City Heights,Underserved,Pothole,Severe,0.536,32.742817,-117.105357,img_0014_S_32-742817_-117-105357_jpg.rf.6183aacfd515d59c715e1611f56d43de.jpg
El Cajon,Underserved,Pothole,Severe,0.462,32.791917,-116.963357,img_0014_S_32-791917_-116-963357_jpg.rf.f23961c9e5b99e99dea173ed3e1c461d.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.43,32.791917,-116.963357,img_0014_S_32-791917_-116-963357_jpg.rf.f23961c9e5b99e99dea173ed3e1c461d.jpg
El Cajon,Underserved,Transverse Crack,Light,0.375,32.791917,-116.963357,img_0014_S_32-791917_-116-963357_jpg.rf.f23961c9e5b99e99dea173ed3e1c461d.jpg
El Cajon,Underserved,Transverse Crack,Light,0.359,32.791917,-116.963357,img_0014_S_32-791917_-116-963357_jpg.rf.f23961c9e5b99e99dea173ed3e1c461d.jpg
El Cajon,Underserved,Transverse Crack,Light,0.339,32.791917,-116.963357,img_0014_S_32-791917_-116-963357_jpg.rf.f23961c9e5b99e99dea173ed3e1c461d.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.274,32.791917,-116.963357,img_0014_S_32-791917_-116-963357_jpg.rf.f23961c9e5b99e99dea173ed3e1c461d.jpg
La Jolla,Wealthier,Pothole,Severe,0.277,32.829917,-117.272158,img_0014_S_32-829917_-117-272158_jpg.rf.39319c1796fb4480756a29075faaf1e6.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.554,32.742817,-117.105357,img_0015_W_32-742817_-117-105357_jpg.rf.2b8eb9a71e5f3f76c9f95090f25f29b9.jpg
City Heights,Underserved,Transverse Crack,Light,0.299,32.742817,-117.105357,img_0015_W_32-742817_-117-105357_jpg.rf.2b8eb9a71e5f3f76c9f95090f25f29b9.jpg
El Cajon,Underserved,Transverse Crack,Light,0.657,32.791917,-116.963357,img_0015_W_32-791917_-116-963357_jpg.rf.d0c1ea715cedcf1e3bf4be2529ccea7e.jpg
El Cajon,Underserved,Pothole,Severe,0.363,32.791917,-116.963357,img_0015_W_32-791917_-116-963357_jpg.rf.d0c1ea715cedcf1e3bf4be2529ccea7e.jpg
La Jolla,Wealthier,Pothole,Severe,0.266,32.829917,-117.272158,img_0015_W_32-829917_-117-272158_jpg.rf.6ba82b34e5f5319b9a6ffac089b2081c.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.722,32.698717,-117.139,img_0016_N_32-698717_-117-139_jpg.rf.e6a5556e3a94843260d968073e64a23c.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.396,32.698717,-117.139,img_0016_N_32-698717_-117-139_jpg.rf.e6a5556e3a94843260d968073e64a23c.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.616,32.742817,-117.1045,img_0016_N_32-742817_-117-1045_jpg.rf.cf1a446806f6fbdb0f90ebdcf81cbd0a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.316,32.742817,-117.1045,img_0016_N_32-742817_-117-1045_jpg.rf.cf1a446806f6fbdb0f90ebdcf81cbd0a.jpg
City Heights,Underserved,Transverse Crack,Light,0.306,32.742817,-117.1045,img_0016_N_32-742817_-117-1045_jpg.rf.cf1a446806f6fbdb0f90ebdcf81cbd0a.jpg
City Heights,Underserved,Transverse Crack,Light,0.294,32.742817,-117.1045,img_0016_N_32-742817_-117-1045_jpg.rf.cf1a446806f6fbdb0f90ebdcf81cbd0a.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.271,32.742817,-117.1045,img_0016_N_32-742817_-117-1045_jpg.rf.cf1a446806f6fbdb0f90ebdcf81cbd0a.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.606,32.698717,-117.139,img_0017_E_32-698717_-117-139_jpg.rf.5f878595e287f2ec32c050b6b992733c.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.602,32.742817,-117.1045,img_0017_E_32-742817_-117-1045_jpg.rf.cdab8155a154073021f10ffad6b0364a.jpg
City Heights,Underserved,Transverse Crack,Light,0.321,32.742817,-117.1045,img_0017_E_32-742817_-117-1045_jpg.rf.cdab8155a154073021f10ffad6b0364a.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.395,32.829917,-117.270442,img_0017_E_32-829917_-117-270442_jpg.rf.394af7d03b034394439b269986afc2b7.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.389,32.829917,-117.270442,img_0017_E_32-829917_-117-270442_jpg.rf.394af7d03b034394439b269986afc2b7.jpg
La Jolla,Wealthier,Pothole,Severe,0.259,32.829917,-117.270442,img_0017_E_32-829917_-117-270442_jpg.rf.394af7d03b034394439b269986afc2b7.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.455,32.698717,-117.139,img_0018_S_32-698717_-117-139_jpg.rf.d14b48ac4bc23b280fb39bf836f0ea9b.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.408,32.742817,-117.1045,img_0018_S_32-742817_-117-1045_jpg.rf.fd3c6d69e2021a697c83a57bffafdad1.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.336,32.742817,-117.1045,img_0018_S_32-742817_-117-1045_jpg.rf.fd3c6d69e2021a697c83a57bffafdad1.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.47,32.698717,-117.139,img_0019_W_32-698717_-117-139_jpg.rf.8589bd33fce3f3ba3acb94a9d49df75f.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.394,32.698717,-117.139,img_0019_W_32-698717_-117-139_jpg.rf.8589bd33fce3f3ba3acb94a9d49df75f.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.364,32.698717,-117.139,img_0019_W_32-698717_-117-139_jpg.rf.8589bd33fce3f3ba3acb94a9d49df75f.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.253,32.698717,-117.139,img_0019_W_32-698717_-117-139_jpg.rf.8589bd33fce3f3ba3acb94a9d49df75f.jpg
El Cajon,Underserved,Side_Walk,N/A,0.326,32.791917,-116.9625,img_0019_W_32-791917_-116-9625_jpg.rf.2b246c35f0dec5177e6d5580fb96961c.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.329,32.829917,-117.270442,img_0019_W_32-829917_-117-270442_jpg.rf.a81f348074ae06f3011067dce9b3c6f8.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.266,32.829917,-117.270442,img_0019_W_32-829917_-117-270442_jpg.rf.a81f348074ae06f3011067dce9b3c6f8.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.257,32.829917,-117.270442,img_0019_W_32-829917_-117-270442_jpg.rf.a81f348074ae06f3011067dce9b3c6f8.jpg
La Jolla,Wealthier,Pothole,Severe,0.606,32.829917,-117.269585,img_0020_N_32-829917_-117-269585_jpg.rf.808b03e5131c208a94ead9256c835bfd.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.27,32.829917,-117.269585,img_0020_N_32-829917_-117-269585_jpg.rf.808b03e5131c208a94ead9256c835bfd.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.425,32.698717,-117.138144,img_0021_E_32-698717_-117-138144_jpg.rf.b1f57d49050dcd38bb66ce0fcde9f8b5.jpg
City Heights,Underserved,Pothole,Severe,0.473,32.742817,-117.103643,img_0021_E_32-742817_-117-103643_jpg.rf.adfc29fb2531b8815932a7c3d8b5a8d6.jpg
City Heights,Underserved,Side_Walk,N/A,0.313,32.742817,-117.103643,img_0022_S_32-742817_-117-103643_jpg.rf.c3848bd0650d52017dfd7ef102a7be40.jpg
City Heights,Underserved,Pothole,Severe,0.251,32.742817,-117.103643,img_0022_S_32-742817_-117-103643_jpg.rf.c3848bd0650d52017dfd7ef102a7be40.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.735,32.829917,-117.269585,img_0022_S_32-829917_-117-269585_jpg.rf.c6c62bd0f49347e0640dbf46c57445c2.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.404,32.698717,-117.138144,img_0023_W_32-698717_-117-138144_jpg.rf.c7fce168b80ac5e70a8e619f38702ad2.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.402,32.698717,-117.138144,img_0023_W_32-698717_-117-138144_jpg.rf.c7fce168b80ac5e70a8e619f38702ad2.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.328,32.698717,-117.138144,img_0023_W_32-698717_-117-138144_jpg.rf.c7fce168b80ac5e70a8e619f38702ad2.jpg
Barrio Logan,Underserved,Pothole,Severe,0.368,32.698717,-117.137287,img_0024_N_32-698717_-117-137287_jpg.rf.33fbacd775d375c0cdce0f36f6fe4e97.jpg
City Heights,Underserved,Alligator Crack,Severe,0.563,32.742817,-117.102786,img_0024_N_32-742817_-117-102786_jpg.rf.bbe99c96b82279f7c35e61fd84c8f8d3.jpg
City Heights,Underserved,Transverse Crack,Light,0.433,32.742817,-117.102786,img_0024_N_32-742817_-117-102786_jpg.rf.bbe99c96b82279f7c35e61fd84c8f8d3.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.26,32.742817,-117.102786,img_0024_N_32-742817_-117-102786_jpg.rf.bbe99c96b82279f7c35e61fd84c8f8d3.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.302,32.829917,-117.268727,img_0024_N_32-829917_-117-268727_jpg.rf.16f82ac4fc0dc36e1efb4a4309b7354b.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.284,32.829917,-117.268727,img_0024_N_32-829917_-117-268727_jpg.rf.16f82ac4fc0dc36e1efb4a4309b7354b.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.269,32.829917,-117.268727,img_0024_N_32-829917_-117-268727_jpg.rf.16f82ac4fc0dc36e1efb4a4309b7354b.jpg
City Heights,Underserved,Pothole,Severe,0.349,32.742817,-117.102786,img_0025_E_32-742817_-117-102786_jpg.rf.f91e038d80f5fb391075ededee581c69.jpg
City Heights,Underserved,Pothole,Severe,0.315,32.742817,-117.102786,img_0025_E_32-742817_-117-102786_jpg.rf.f91e038d80f5fb391075ededee581c69.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.452,32.829917,-117.268727,img_0025_E_32-829917_-117-268727_jpg.rf.7aab3ac5de0f5b46e50ad4d8e903f257.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.393,32.829917,-117.268727,img_0025_E_32-829917_-117-268727_jpg.rf.7aab3ac5de0f5b46e50ad4d8e903f257.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.276,32.829917,-117.268727,img_0025_E_32-829917_-117-268727_jpg.rf.7aab3ac5de0f5b46e50ad4d8e903f257.jpg
City Heights,Underserved,Alligator Crack,Severe,0.547,32.742817,-117.102786,img_0026_S_32-742817_-117-102786_jpg.rf.99396f7447cc04edc7661b06f41b1608.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.491,32.829917,-117.268727,img_0026_S_32-829917_-117-268727_jpg.rf.00bbf73568a2d673b38e9f63208f7ded.jpg
La Jolla,Wealthier,Pothole,Severe,0.324,32.829917,-117.268727,img_0026_S_32-829917_-117-268727_jpg.rf.00bbf73568a2d673b38e9f63208f7ded.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.886,32.829917,-117.268727,img_0027_W_32-829917_-117-268727_jpg.rf.bc8e9cd35d78cd8d5246df3c734f3e4e.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.462,32.829917,-117.268727,img_0027_W_32-829917_-117-268727_jpg.rf.bc8e9cd35d78cd8d5246df3c734f3e4e.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.394,32.829917,-117.268727,img_0027_W_32-829917_-117-268727_jpg.rf.bc8e9cd35d78cd8d5246df3c734f3e4e.jpg
Barrio Logan,Underserved,Pothole,Severe,0.541,32.698717,-117.136431,img_0028_N_32-698717_-117-136431_jpg.rf.7c5596072d54b6f008a3b2856b649fe5.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.372,32.698717,-117.136431,img_0028_N_32-698717_-117-136431_jpg.rf.7c5596072d54b6f008a3b2856b649fe5.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.694,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Transverse Crack,Light,0.602,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.479,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.477,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.424,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Transverse Crack,Light,0.374,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Transverse Crack,Light,0.347,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.32,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.282,32.791917,-116.959928,img_0028_N_32-791917_-116-959928_jpg.rf.1fffb4edd1493fbb084d4817dbcea305.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.395,32.698717,-117.136431,img_0029_E_32-698717_-117-136431_jpg.rf.532f0c4a4d75ce75a6269b4ff91cdac8.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.304,32.791917,-116.959928,img_0029_E_32-791917_-116-959928_jpg.rf.656b1dce930622e9132cc34bb6c8a800.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.512,32.698717,-117.136431,img_0030_S_32-698717_-117-136431_jpg.rf.07bcf281d9b2a5a2749af7ff6efb8aca.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.329,32.698717,-117.136431,img_0030_S_32-698717_-117-136431_jpg.rf.07bcf281d9b2a5a2749af7ff6efb8aca.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.268,32.698717,-117.136431,img_0030_S_32-698717_-117-136431_jpg.rf.07bcf281d9b2a5a2749af7ff6efb8aca.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.654,32.742817,-117.101929,img_0030_S_32-742817_-117-101929_jpg.rf.28bde559ff6a217d00d0cf7e8d4ac6be.jpg
El Cajon,Underserved,Pothole,Severe,0.714,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.556,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.439,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.414,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Pothole,Severe,0.395,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.358,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Transverse Crack,Light,0.35,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.32,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Transverse Crack,Light,0.315,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.314,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.265,32.791917,-116.959928,img_0030_S_32-791917_-116-959928_jpg.rf.2b955d0c1b7aee2e7f59c0d3c1245c21.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.368,32.698717,-117.136431,img_0031_W_32-698717_-117-136431_jpg.rf.97dd197ff8a50c097c2bb3f6bb1e820c.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.312,32.698717,-117.136431,img_0031_W_32-698717_-117-136431_jpg.rf.97dd197ff8a50c097c2bb3f6bb1e820c.jpg
Barrio Logan,Underserved,Transverse Crack,Light,0.31,32.698717,-117.136431,img_0031_W_32-698717_-117-136431_jpg.rf.97dd197ff8a50c097c2bb3f6bb1e820c.jpg
City Heights,Underserved,Side_Walk,N/A,0.288,32.742817,-117.101929,img_0031_W_32-742817_-117-101929_jpg.rf.35552b4f720f7a7f8855fb630b759c47.jpg
City Heights,Underserved,Side_Walk,N/A,0.256,32.742817,-117.101929,img_0031_W_32-742817_-117-101929_jpg.rf.35552b4f720f7a7f8855fb630b759c47.jpg
City Heights,Underserved,Side_Walk,N/A,0.251,32.742817,-117.101929,img_0031_W_32-742817_-117-101929_jpg.rf.35552b4f720f7a7f8855fb630b759c47.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.482,32.791917,-116.959928,img_0031_W_32-791917_-116-959928_jpg.rf.7f9de2a5fabf01a69f716d595950f79a.jpg
El Cajon,Underserved,Transverse Crack,Light,0.285,32.791917,-116.959928,img_0031_W_32-791917_-116-959928_jpg.rf.7f9de2a5fabf01a69f716d595950f79a.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.25,32.830638,-117.274731,img_0031_W_32-830638_-117-274731_jpg.rf.163ff508141cf72167b7ccae65958843.jpg
City Heights,Underserved,Pothole,Severe,0.323,32.743538,-117.107928,img_0032_N_32-743538_-117-107928_jpg.rf.518771faab9aabc2f9f5d198f2d5de7b.jpg
El Cajon,Underserved,Side_Walk,N/A,0.283,32.792638,-116.965929,img_0032_N_32-792638_-116-965929_jpg.rf.e48f73cd0679c1b346d5b06a03c7ecd2.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.331,32.830638,-117.273873,img_0032_N_32-830638_-117-273873_jpg.rf.09489ddd0136aa8f75ad001b86e2a8be.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.322,32.830638,-117.273873,img_0032_N_32-830638_-117-273873_jpg.rf.09489ddd0136aa8f75ad001b86e2a8be.jpg
