neighborhood,category,class_name,severity,confidence,lat,lon,source_image
City Heights,Underserved,Alligator Crack,Severe,0.799,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Transverse Crack,Light,0.643,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Alligator Crack,Severe,0.593,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Alligator Crack,Severe,0.492,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Transverse Crack,Light,0.431,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Alligator Crack,Severe,0.392,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Alligator Crack,Severe,0.273,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
City Heights,Underserved,Transverse Crack,Light,0.253,32.744259,-117.107071,img_0068_N_32-744259_-117-107071_jpg.rf.d8240cf791e3f9cc6a232a513550545f.jpg
El Cajon,Underserved,Pothole,Severe,0.509,32.793359,-116.965072,img_0068_N_32-793359_-116-965072_jpg.rf.508d85b496b520ab41cf95a9d0b39972.jpg
El Cajon,Underserved,Transverse Crack,Light,0.428,32.793359,-116.965072,img_0068_N_32-793359_-116-965072_jpg.rf.508d85b496b520ab41cf95a9d0b39972.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.296,32.793359,-116.965072,img_0068_N_32-793359_-116-965072_jpg.rf.508d85b496b520ab41cf95a9d0b39972.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.328,32.831359,-117.273015,img_0068_N_32-831359_-117-273015_jpg.rf.efcedf71a025ab557525eb354d125404.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.285,32.831359,-117.273015,img_0068_N_32-831359_-117-273015_jpg.rf.efcedf71a025ab557525eb354d125404.jpg
City Heights,Underserved,Alligator Crack,Severe,0.652,32.744259,-117.107071,img_0069_E_32-744259_-117-107071_jpg.rf.919ef5308db3fe727d0c9b8cecdc6763.jpg
City Heights,Underserved,Transverse Crack,Light,0.395,32.744259,-117.107071,img_0069_E_32-744259_-117-107071_jpg.rf.919ef5308db3fe727d0c9b8cecdc6763.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.316,32.831359,-117.273015,img_0069_E_32-831359_-117-273015_jpg.rf.8b1054a8eaff3a0a0d42b60539ade26f.jpg
City Heights,Underserved,Alligator Crack,Severe,0.652,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
City Heights,Underserved,Alligator Crack,Severe,0.576,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
City Heights,Underserved,Alligator Crack,Severe,0.537,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
City Heights,Underserved,Transverse Crack,Light,0.398,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
City Heights,Underserved,Transverse Crack,Light,0.391,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
City Heights,Underserved,Transverse Crack,Light,0.348,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
City Heights,Underserved,Alligator Crack,Severe,0.274,32.744259,-117.107071,img_0070_S_32-744259_-117-107071_jpg.rf.4d847a0112a9f03b11b505200485fb6e.jpg
El Cajon,Underserved,Transverse Crack,Light,0.328,32.793359,-116.965072,img_0070_S_32-793359_-116-965072_jpg.rf.8bf612d9d1a6be73ed4b6a71544e4e92.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.269,32.744259,-117.107071,img_0071_W_32-744259_-117-107071_jpg.rf.1469ff83a791ef7315294b867d76392e.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.362,32.831359,-117.273015,img_0071_W_32-831359_-117-273015_jpg.rf.4832650cc54a20e031ed7648bb0aaba3.jpg
City Heights,Underserved,Pothole,Severe,0.252,32.744259,-117.106214,img_0072_N_32-744259_-117-106214_jpg.rf.e72c59e57bbd130d4d82ac3c49f7c91f.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.293,32.831359,-117.272158,img_0072_N_32-831359_-117-272158_jpg.rf.d1a94861703848e809813f99a3f6f73d.jpg
La Jolla,Wealthier,Pothole,Severe,0.603,32.831359,-117.272158,img_0073_E_32-831359_-117-272158_jpg.rf.f014df58900901fd8d23efbe4bdc3db8.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.438,32.831359,-117.272158,img_0074_S_32-831359_-117-272158_jpg.rf.b214fa0f6879865e434c27f80c99eb00.jpg
City Heights,Underserved,Alligator Crack,Severe,0.407,32.744259,-117.105357,img_0076_N_32-744259_-117-105357_jpg.rf.bd415a8077a215a266e2fbfa68c1534e.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.336,32.831359,-117.2713,img_0076_N_32-831359_-117-2713_jpg.rf.007f83669e035407741f12d88944f89d.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.27,32.831359,-117.2713,img_0076_N_32-831359_-117-2713_jpg.rf.007f83669e035407741f12d88944f89d.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.259,32.831359,-117.2713,img_0076_N_32-831359_-117-2713_jpg.rf.007f83669e035407741f12d88944f89d.jpg
City Heights,Underserved,Pothole,Severe,0.569,32.744259,-117.105357,img_0078_S_32-744259_-117-105357_jpg.rf.e5685161410b93af291499904d9cd138.jpg
City Heights,Underserved,Pothole,Severe,0.378,32.744259,-117.105357,img_0078_S_32-744259_-117-105357_jpg.rf.e5685161410b93af291499904d9cd138.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.441,32.831359,-117.2713,img_0078_S_32-831359_-117-2713_jpg.rf.b5c7926f815e66a7d5a8ac69a129121c.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.321,32.831359,-117.2713,img_0078_S_32-831359_-117-2713_jpg.rf.b5c7926f815e66a7d5a8ac69a129121c.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.475,32.831359,-117.2713,img_0079_W_32-831359_-117-2713_jpg.rf.b60ca3e6b6ab970c3d6fdddadbaaf8d4.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.349,32.831359,-117.2713,img_0079_W_32-831359_-117-2713_jpg.rf.b60ca3e6b6ab970c3d6fdddadbaaf8d4.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.315,32.831359,-117.2713,img_0079_W_32-831359_-117-2713_jpg.rf.b60ca3e6b6ab970c3d6fdddadbaaf8d4.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.757,32.744259,-117.1045,img_0080_N_32-744259_-117-1045_jpg.rf.b8ede39738a9d0efe20deced59aba7d3.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.31,32.744259,-117.1045,img_0080_N_32-744259_-117-1045_jpg.rf.b8ede39738a9d0efe20deced59aba7d3.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.536,32.831359,-117.270442,img_0080_N_32-831359_-117-270442_jpg.rf.67aba1df413276c2fd21bcf862e02d43.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.367,32.831359,-117.270442,img_0080_N_32-831359_-117-270442_jpg.rf.67aba1df413276c2fd21bcf862e02d43.jpg
La Jolla,Wealthier,Pothole,Severe,0.27,32.831359,-117.270442,img_0080_N_32-831359_-117-270442_jpg.rf.67aba1df413276c2fd21bcf862e02d43.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.468,32.744259,-117.1045,img_0081_E_32-744259_-117-1045_jpg.rf.9b4830184e770370d1c4b1d8bd840fdb.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.29,32.744259,-117.1045,img_0081_E_32-744259_-117-1045_jpg.rf.9b4830184e770370d1c4b1d8bd840fdb.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.285,32.744259,-117.1045,img_0081_E_32-744259_-117-1045_jpg.rf.9b4830184e770370d1c4b1d8bd840fdb.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.503,32.831359,-117.270442,img_0081_E_32-831359_-117-270442_jpg.rf.289ec68542a5850d037218df5e9d5c18.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.391,32.831359,-117.270442,img_0081_E_32-831359_-117-270442_jpg.rf.289ec68542a5850d037218df5e9d5c18.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.303,32.831359,-117.270442,img_0081_E_32-831359_-117-270442_jpg.rf.289ec68542a5850d037218df5e9d5c18.jpg
City Heights,Underserved,Transverse Crack,Light,0.371,32.744259,-117.1045,img_0082_S_32-744259_-117-1045_jpg.rf.372c0c521e6bf7e125935444aa839724.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.316,32.744259,-117.1045,img_0082_S_32-744259_-117-1045_jpg.rf.372c0c521e6bf7e125935444aa839724.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.287,32.744259,-117.1045,img_0082_S_32-744259_-117-1045_jpg.rf.372c0c521e6bf7e125935444aa839724.jpg
El Cajon,Underserved,Transverse Crack,Light,0.457,32.793359,-116.9625,img_0082_S_32-793359_-116-9625_jpg.rf.9814d6f192777d9a9371fad4257693e6.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.437,32.793359,-116.9625,img_0082_S_32-793359_-116-9625_jpg.rf.9814d6f192777d9a9371fad4257693e6.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.353,32.793359,-116.9625,img_0082_S_32-793359_-116-9625_jpg.rf.9814d6f192777d9a9371fad4257693e6.jpg
El Cajon,Underserved,Transverse Crack,Light,0.305,32.793359,-116.9625,img_0082_S_32-793359_-116-9625_jpg.rf.9814d6f192777d9a9371fad4257693e6.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.401,32.831359,-117.270442,img_0082_S_32-831359_-117-270442_jpg.rf.6a2074d47018d986559720e4591ab03f.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.322,32.744259,-117.1045,img_0083_W_32-744259_-117-1045_jpg.rf.987fa4042b45faee04e682a39a8ec027.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.466,32.831359,-117.270442,img_0083_W_32-831359_-117-270442_jpg.rf.50241d2a7b206eb651824b4c32ff3bfb.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.422,32.831359,-117.270442,img_0083_W_32-831359_-117-270442_jpg.rf.50241d2a7b206eb651824b4c32ff3bfb.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.372,32.831359,-117.270442,img_0083_W_32-831359_-117-270442_jpg.rf.50241d2a7b206eb651824b4c32ff3bfb.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.287,32.831359,-117.270442,img_0083_W_32-831359_-117-270442_jpg.rf.50241d2a7b206eb651824b4c32ff3bfb.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.705,32.700159,-117.138144,img_0084_N_32-700159_-117-138144_jpg.rf.77b5757ca006b466e2bedd38020cada6.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.275,32.700159,-117.138144,img_0084_N_32-700159_-117-138144_jpg.rf.77b5757ca006b466e2bedd38020cada6.jpg
La Jolla,Wealthier,Pothole,Severe,0.347,32.831359,-117.269585,img_0084_N_32-831359_-117-269585_jpg.rf.92b334688d4cceb03ed77f205be38ceb.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.373,32.700159,-117.138144,img_0085_E_32-700159_-117-138144_jpg.rf.d266b9456f547b375196b979d4d3fbfc.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.319,32.700159,-117.138144,img_0085_E_32-700159_-117-138144_jpg.rf.d266b9456f547b375196b979d4d3fbfc.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.407,32.744259,-117.103643,img_0085_E_32-744259_-117-103643_jpg.rf.36ec5ead9772868bb30527b74fa76b6d.jpg
City Heights,Underserved,Transverse Crack,Light,0.309,32.744259,-117.103643,img_0085_E_32-744259_-117-103643_jpg.rf.36ec5ead9772868bb30527b74fa76b6d.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.287,32.744259,-117.103643,img_0085_E_32-744259_-117-103643_jpg.rf.36ec5ead9772868bb30527b74fa76b6d.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.601,32.700159,-117.138144,img_0086_S_32-700159_-117-138144_jpg.rf.6a110df388d1f5baeda20f1f5737baf2.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.348,32.700159,-117.138144,img_0086_S_32-700159_-117-138144_jpg.rf.6a110df388d1f5baeda20f1f5737baf2.jpg
Barrio Logan,Underserved,Side_Walk,N/A,0.324,32.700159,-117.138144,img_0086_S_32-700159_-117-138144_jpg.rf.6a110df388d1f5baeda20f1f5737baf2.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.312,32.700159,-117.138144,img_0086_S_32-700159_-117-138144_jpg.rf.6a110df388d1f5baeda20f1f5737baf2.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.495,32.831359,-117.269585,img_0086_S_32-831359_-117-269585_jpg.rf.73827234bd37a5b90e994fe0d56b1d1e.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.47,32.831359,-117.269585,img_0086_S_32-831359_-117-269585_jpg.rf.73827234bd37a5b90e994fe0d56b1d1e.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.407,32.831359,-117.269585,img_0086_S_32-831359_-117-269585_jpg.rf.73827234bd37a5b90e994fe0d56b1d1e.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.271,32.831359,-117.269585,img_0086_S_32-831359_-117-269585_jpg.rf.73827234bd37a5b90e994fe0d56b1d1e.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.529,32.700159,-117.138144,img_0087_W_32-700159_-117-138144_jpg.rf.76654973c01c737f1abf4708a23fd015.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.472,32.700159,-117.138144,img_0087_W_32-700159_-117-138144_jpg.rf.76654973c01c737f1abf4708a23fd015.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.36,32.700159,-117.138144,img_0087_W_32-700159_-117-138144_jpg.rf.76654973c01c737f1abf4708a23fd015.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.27,32.831359,-117.269585,img_0087_W_32-831359_-117-269585_jpg.rf.8cafaf6a4a3a6305089420687b89baf4.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.258,32.831359,-117.268727,img_0088_N_32-831359_-117-268727_jpg.rf.473133bfb7447dd03e424a5f7b3b6d88.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.305,32.831359,-117.268727,img_0089_E_32-831359_-117-268727_jpg.rf.e590a54a24b70c19717dd2239fdce09e.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.358,32.700159,-117.137287,img_0090_S_32-700159_-117-137287_jpg.rf.dcaba24c9836038af8cac7de6869f34f.jpg
City Heights,Underserved,Pothole,Severe,0.371,32.744259,-117.102786,img_0090_S_32-744259_-117-102786_jpg.rf.4d23e571a01911c1226d8b5d8873bbda.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.323,32.744259,-117.102786,img_0090_S_32-744259_-117-102786_jpg.rf.4d23e571a01911c1226d8b5d8873bbda.jpg
City Heights,Underserved,Alligator Crack,Severe,0.313,32.744259,-117.102786,img_0090_S_32-744259_-117-102786_jpg.rf.4d23e571a01911c1226d8b5d8873bbda.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.297,32.744259,-117.102786,img_0090_S_32-744259_-117-102786_jpg.rf.4d23e571a01911c1226d8b5d8873bbda.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.33,32.831359,-117.268727,img_0091_W_32-831359_-117-268727_jpg.rf.c6801ef6b2d72dbd36381eb0c03ae73a.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.543,32.700159,-117.136431,img_0092_N_32-700159_-117-136431_jpg.rf.0308004ed5129e8575f6c0cdcd91fd8c.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.349,32.700159,-117.136431,img_0092_N_32-700159_-117-136431_jpg.rf.0308004ed5129e8575f6c0cdcd91fd8c.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.284,32.700159,-117.136431,img_0092_N_32-700159_-117-136431_jpg.rf.0308004ed5129e8575f6c0cdcd91fd8c.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.283,32.700159,-117.136431,img_0092_N_32-700159_-117-136431_jpg.rf.0308004ed5129e8575f6c0cdcd91fd8c.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.681,32.700159,-117.136431,img_0093_E_32-700159_-117-136431_jpg.rf.c8143eafcda21ad8e32ca84d339b3d48.jpg
City Heights,Underserved,Side_Walk,N/A,0.456,32.744259,-117.101929,img_0093_E_32-744259_-117-101929_jpg.rf.f0d751e2f4522a3783ed104ea978d056.jpg
City Heights,Underserved,Transverse Crack,Light,0.388,32.744259,-117.101929,img_0093_E_32-744259_-117-101929_jpg.rf.f0d751e2f4522a3783ed104ea978d056.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.357,32.700159,-117.136431,img_0094_S_32-700159_-117-136431_jpg.rf.1e5cf5f9ff37e6bee6c2290a53022cad.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.264,32.700159,-117.136431,img_0094_S_32-700159_-117-136431_jpg.rf.1e5cf5f9ff37e6bee6c2290a53022cad.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.563,32.832079,-117.274731,img_0094_S_32-832079_-117-274731_jpg.rf.01d2f6c718a3ccd1a325424c127b00dc.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.354,32.832079,-117.274731,img_0094_S_32-832079_-117-274731_jpg.rf.01d2f6c718a3ccd1a325424c127b00dc.jpg
Barrio Logan,Underserved,Alligator Crack,Severe,0.631,32.700159,-117.136431,img_0095_W_32-700159_-117-136431_jpg.rf.acd36f5d9524763900453df8d1f0f6a6.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.492,32.700159,-117.136431,img_0095_W_32-700159_-117-136431_jpg.rf.acd36f5d9524763900453df8d1f0f6a6.jpg
Barrio Logan,Underserved,Longitudinal Crack,Light,0.347,32.700159,-117.136431,img_0095_W_32-700159_-117-136431_jpg.rf.acd36f5d9524763900453df8d1f0f6a6.jpg
City Heights,Underserved,Side_Walk,N/A,0.599,32.744259,-117.101929,img_0095_W_32-744259_-117-101929_jpg.rf.59a6c4c9203bf358519aeb41b9ca99bb.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.372,32.744259,-117.101929,img_0095_W_32-744259_-117-101929_jpg.rf.59a6c4c9203bf358519aeb41b9ca99bb.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.352,32.793359,-116.959928,img_0095_W_32-793359_-116-959928_jpg.rf.93ebc820161f960ec1db15cd0d0ec472.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.32,32.793359,-116.959928,img_0095_W_32-793359_-116-959928_jpg.rf.93ebc820161f960ec1db15cd0d0ec472.jpg
El Cajon,Underserved,Transverse Crack,Light,0.28,32.793359,-116.959928,img_0095_W_32-793359_-116-959928_jpg.rf.93ebc820161f960ec1db15cd0d0ec472.jpg
City Heights,Underserved,Pothole,Severe,0.416,32.744979,-117.107928,img_0096_N_32-744979_-117-107928_jpg.rf.428c829bdca825589fea70ef41f3e470.jpg
City Heights,Underserved,Pothole,Severe,0.263,32.744979,-117.107928,img_0096_N_32-744979_-117-107928_jpg.rf.428c829bdca825589fea70ef41f3e470.jpg
La Jolla,Wealthier,Side_Walk,N/A,0.416,32.832079,-117.273873,img_0097_E_32-832079_-117-273873_jpg.rf.35941c6df656321dc25523fadee8b05b.jpg
City Heights,Underserved,Pothole,Severe,0.618,32.744979,-117.107928,img_0098_S_32-744979_-117-107928_jpg.rf.7bbd3b72244a9b750123e2fe41f59fc6.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.583,32.832079,-117.273873,img_0098_S_32-832079_-117-273873_jpg.rf.bf528b6929e33243dbe1b8c3ee2e6863.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.581,32.832079,-117.273873,img_0098_S_32-832079_-117-273873_jpg.rf.bf528b6929e33243dbe1b8c3ee2e6863.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.496,32.832079,-117.273873,img_0098_S_32-832079_-117-273873_jpg.rf.bf528b6929e33243dbe1b8c3ee2e6863.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.474,32.832079,-117.273873,img_0098_S_32-832079_-117-273873_jpg.rf.bf528b6929e33243dbe1b8c3ee2e6863.jpg
La Jolla,Wealthier,Alligator Crack,Severe,0.319,32.832079,-117.273873,img_0098_S_32-832079_-117-273873_jpg.rf.bf528b6929e33243dbe1b8c3ee2e6863.jpg
La Jolla,Wealthier,Transverse Crack,Light,0.278,32.832079,-117.273873,img_0099_W_32-832079_-117-273873_jpg.rf.d1a6759e372aa918ec99f19075217656.jpg
La Jolla,Wealthier,Longitudinal Crack,Light,0.276,32.832079,-117.273873,img_0099_W_32-832079_-117-273873_jpg.rf.d1a6759e372aa918ec99f19075217656.jpg
City Heights,Underserved,Alligator Crack,Severe,0.589,32.744979,-117.107071,img_0100_N_32-744979_-117-107071_jpg.rf.104323ea47cd2d6967448449a8fcfd0d.jpg
City Heights,Underserved,Transverse Crack,Light,0.4,32.744979,-117.107071,img_0100_N_32-744979_-117-107071_jpg.rf.104323ea47cd2d6967448449a8fcfd0d.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.383,32.744979,-117.107071,img_0100_N_32-744979_-117-107071_jpg.rf.104323ea47cd2d6967448449a8fcfd0d.jpg
City Heights,Underserved,Alligator Crack,Severe,0.361,32.744979,-117.107071,img_0100_N_32-744979_-117-107071_jpg.rf.104323ea47cd2d6967448449a8fcfd0d.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.265,32.744979,-117.107071,img_0100_N_32-744979_-117-107071_jpg.rf.104323ea47cd2d6967448449a8fcfd0d.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.463,32.794079,-116.965072,img_0100_N_32-794079_-116-965072_jpg.rf.fbaeafb6a07815b62820df6c0984cd6d.jpg
La Jolla,Wealthier,Pothole,Severe,0.437,32.832079,-117.273015,img_0100_N_32-832079_-117-273015_jpg.rf.d873dbff621a4620468d6e2ad408c62b.jpg
City Heights,Underserved,Alligator Crack,Severe,0.354,32.744979,-117.107071,img_0101_E_32-744979_-117-107071_jpg.rf.e907301c15fd9d63f7cff9df6c816169.jpg
El Cajon,Underserved,Transverse Crack,Light,0.32,32.794079,-116.965072,img_0101_E_32-794079_-116-965072_jpg.rf.fad6883935d9c2c3156bf830fd3a56d3.jpg
El Cajon,Underserved,Transverse Crack,Light,0.298,32.794079,-116.965072,img_0101_E_32-794079_-116-965072_jpg.rf.fad6883935d9c2c3156bf830fd3a56d3.jpg
El Cajon,Underserved,Transverse Crack,Light,0.268,32.794079,-116.965072,img_0101_E_32-794079_-116-965072_jpg.rf.fad6883935d9c2c3156bf830fd3a56d3.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.263,32.794079,-116.965072,img_0101_E_32-794079_-116-965072_jpg.rf.fad6883935d9c2c3156bf830fd3a56d3.jpg
El Cajon,Underserved,Transverse Crack,Light,0.257,32.794079,-116.965072,img_0101_E_32-794079_-116-965072_jpg.rf.fad6883935d9c2c3156bf830fd3a56d3.jpg
City Heights,Underserved,Alligator Crack,Severe,0.924,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
City Heights,Underserved,Pothole,Severe,0.412,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
City Heights,Underserved,Alligator Crack,Severe,0.408,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
City Heights,Underserved,Pothole,Severe,0.408,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
City Heights,Underserved,Transverse Crack,Light,0.341,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
City Heights,Underserved,Transverse Crack,Light,0.316,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.313,32.744979,-117.107071,img_0102_S_32-744979_-117-107071_jpg.rf.1e673f744ea1b33551bc186c69db89d9.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.581,32.794079,-116.965072,img_0102_S_32-794079_-116-965072_jpg.rf.02083e0ac08436a51f7b0f758d37ad64.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.595,32.794079,-116.965072,img_0103_W_32-794079_-116-965072_jpg.rf.e61c771821c130bb954bd957b613ff6c.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.363,32.794079,-116.965072,img_0103_W_32-794079_-116-965072_jpg.rf.e61c771821c130bb954bd957b613ff6c.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.304,32.794079,-116.965072,img_0103_W_32-794079_-116-965072_jpg.rf.e61c771821c130bb954bd957b613ff6c.jpg
City Heights,Underserved,Longitudinal Crack,Light,0.332,32.744979,-117.106214,img_0104_N_32-744979_-117-106214_jpg.rf.55badadd98b9411c86c031bd1d781538.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.49,32.794079,-116.964215,img_0104_N_32-794079_-116-964215_jpg.rf.6f96744abe02b328dceafbab2cc7da70.jpg
El Cajon,Underserved,Side_Walk,N/A,0.262,32.794079,-116.964215,img_0104_N_32-794079_-116-964215_jpg.rf.6f96744abe02b328dceafbab2cc7da70.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.585,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
El Cajon,Underserved,Transverse Crack,Light,0.541,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.475,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
El Cajon,Underserved,Transverse Crack,Light,0.362,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
El Cajon,Underserved,Alligator Crack,Severe,0.324,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.293,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
El Cajon,Underserved,Longitudinal Crack,Light,0.292,32.794079,-116.964215,img_0105_E_32-794079_-116-964215_jpg.rf.61b3347bf777965ad556d9dd0619a195.jpg
